,name,-95CLs,+95CLs
1,FM0,-1198.800048828125,0.0
0,FM1,-2589.0,2595.0
11,FM2,-799.2000122070312,0.0
2,FM3,-799.2000122070312,0.0
3,FM4,-43.900001525878906,44.70000076293945
8,FM5,-37.099998474121094,37.70000076293945
7,FM7,-256.5,256.5
12,FT0,-8.930000305175781,8.890000343322754
5,FT1,-11.114999771118164,11.114999771118164
4,FT2,-24.5,24.5
10,FT5,-8.630000114440918,8.710000038146973
6,FT6,-10.755000114440918,10.8149995803833
9,FT7,-23.700000762939453,24.100000381469727
