,name,-95CLs,+95CLs
1,FM0,-805.2000122070312,802.7999877929688
0,FM1,-1257.0,1263.0
11,FM2,-388.0,391.20001220703125
2,FM3,-610.4000244140625,612.0
3,FM4,-21.100000381469727,21.899999618530273
8,FM5,-17.899999618530273,18.5
7,FM7,-124.5,124.5
12,FT0,-4.355000019073486,4.304999828338623
5,FT1,-5.410999774932861,5.396999835968018
4,FT2,-11.899999618530273,11.899999618530273
10,FT5,-4.184999942779541,4.244999885559082
6,FT6,-5.215000152587891,5.256999969482422
9,FT7,-11.5,11.899999618530273
