name,path,xsec
FM4_3.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM4_3_11*.root,3.71649E-02
FM4_4.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM4_4_11*.root,3.93071E-02
FM4_5.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM4_5_11*.root,4.20000E-02
FM4_6.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM4_6_11*.root,4.54839E-02
FM4_7.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM4_7_11*.root,4.97486E-02
FM4_8.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM4_8_11*.root,5.43726E-02
FM5_1.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_1_12*.root,3.43313E-02
FM5_2.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_2_12*.root,3.43275E-02
FM5_3.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_3_12*.root,3.43998E-02
FM5_4.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_4_12*.root,3.46738E-02
FM5_5.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_5_12*.root,3.46845E-02
FM5_6.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_6_12*.root,3.45458E-02
FM5_7.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_7_12*.root,3.45359E-02
FM5_8.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_8_12*.root,3.45011E-02
FM5_1.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_1_11*.root,3.47467E-02
FM5_2.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_2_11*.root,3.59056E-02
FM5_3.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FM5_3_11*.root,3.79804E-02
