PT_2_eta_2 from_3_to_8 0.5733755339560097 0.6320594321252112 
PT_2_eta_2 from_3_to_9 0.5658156752240933 0.6254481954166876 
PT_2_eta_2 from_3_to_10 0.5761939666044703 0.6342782053528133 
PT_2_eta_2 from_3_to_11 0.5475110169304521 0.6094302159882267 
PT_2_eta_2 from_3_to_12 0.4859315174747921 0.5569027362550044 
PT_2_eta_2 from_3_to_13 0.4668305595753657 0.5403976156082377 
PT_2_eta_2 from_4_to_9 0.744524849011501 0.7796711932612996 
PT_2_eta_2 from_4_to_10 0.7600587405533452 0.7929642707419866 
PT_2_eta_2 from_4_to_11 0.6653322364833837 0.7111138441842336 
PT_2_eta_2 from_4_to_12 0.5200428346537619 0.5863188326851447 
PT_2_eta_2 from_4_to_13 0.4949745947506397 0.5647221428494243 
PT_2_eta_2 from_5_to_10 1.1160114341029783 1.100157440588928 
PT_2_eta_2 from_5_to_11 0.8898969302773997 0.9048248175087249 
PT_2_eta_2 from_5_to_12 0.5906213011178166 0.6469073198335775 
PT_2_eta_2 from_5_to_13 0.5438469183994843 0.6065854453496454 
PT_2_eta_2 from_6_to_11 0.8716731312896225 0.8890443270910011 
PT_2_eta_2 from_6_to_12 0.48868700719672387 0.558748778679142 
PT_2_eta_2 from_6_to_13 0.4519007379919923 0.5270928215971535 
PT_2_eta_2 from_7_to_12 0.41569600396084666 0.49582322978430804 
PT_2_eta_2 from_7_to_13 0.36183608102316533 0.44917100762170775 
PT_2_eta_2 from_8_to_13 0.3165901023954234 0.4104803533769214 
