name,path,xsec
FM0_1.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_01/unweighted_events.root,0.01656
FM0_2.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_02/unweighted_events.root,0.01653
FM0_4.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_03/unweighted_events.root,0.01654
FM0_6.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_04/unweighted_events.root,0.01651
FM0_2.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_05/unweighted_events.root,0.01650
FM0_1.00E-9,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_01/unweighted_events.root,0.0174605613
FM0_5.00E-9,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_02/unweighted_events.root,0.0433879717
FM1_1.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_06/unweighted_events.root,0.01649
FM1_3.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_07/unweighted_events.root,0.01656
FM1_5.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_08/unweighted_events.root,0.01660
FM1_7.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_09/unweighted_events.root,0.01652
FM1_1.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_01/unweighted_events.root,0.0164272676
FM1_5.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_02/unweighted_events.root,0.0165826399
FM1_1.00E-9,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_05/unweighted_events.root,0.016865051
FM1_5.00E-9,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_06/unweighted_events.root,0.0254732618
FM1_1.00E-8,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_07/unweighted_events.root,0.0560954912
FM2_5.00E-12,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_10/unweighted_events.root,0.01648
FM2_1.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_11/unweighted_events.root,0.01641
FM2_2.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_12/unweighted_events.root,0.01646
FM2_4.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_13/unweighted_events.root,0.01657
FM2_1.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_03/unweighted_events.root,0.0166081587
FM2_5.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_04/unweighted_events.root,0.0179437739
FM3_1.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_14/unweighted_events.root,0.01652
FM3_2.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_15/unweighted_events.root,0.01643
FM3_4.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_16/unweighted_events.root,0.01652
FM3_6.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_17/unweighted_events.root,0.01653
FM3_1.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_05/unweighted_events.root,0.0165633422
FM3_5.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_06/unweighted_events.root,0.0170912013
FM3_7.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_09/unweighted_events.root,0.0175750789
FM3_1.00E-9,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_10/unweighted_events.root,0.0188658314
FM3_5.00E-9,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_11/unweighted_events.root,0.0760320477
FM4_5.00E-12,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_18/unweighted_events.root,0.01654
FM4_1.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_19/unweighted_events.root,0.01658
FM4_1.50E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_20/unweighted_events.root,0.01655
FM4_2.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_21/unweighted_events.root,0.01658
FM4_4.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_12/unweighted_events.root,0.0170064894
FM4_6.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_13/unweighted_events.root,0.017886528
FM4_8.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_14/unweighted_events.root,0.0187615938
FM4_1.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_07/unweighted_events.root,0.0206364172
FM4_5.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_08/unweighted_events.root,0.1299340901
FM5_3.00E-12,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_22/unweighted_events.root,0.01658
FM5_5.00E-12,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_23/unweighted_events.root,0.01651
FM5_7.00E-12,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_24/unweighted_events.root,0.01649
FM5_1.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_25/unweighted_events.root,0.01658
FM5_4.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_15/unweighted_events.root,0.0173691673
FM5_6.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_16/unweighted_events.root,0.0186862781
FM5_8.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_17/unweighted_events.root,0.0204736715
FM5_1.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_09/unweighted_events.root,0.0229914461
FM5_5.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_10/unweighted_events.root,0.1955258294
FM7_1.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_26/unweighted_events.root,0.01662
FM7_3.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_27/unweighted_events.root,0.01653
FM7_5.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_28/unweighted_events.root,0.01657
FM7_7.00E-11,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/Evt10000/run_29/unweighted_events.root,0.01656
FM7_1.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_11/unweighted_events.root,0.0166896934
FM7_2.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_18/unweighted_events.root,0.0168689548
FM7_3.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_19/unweighted_events.root,0.0175333321
FM7_4.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run_v2/run_20/unweighted_events.root,0.0184064196
FM7_5.00E-10,/x5/cms/jwkim/MG5_aMC_v2_7_3/WZAToLNuLLA_LO_QCKM_FM/Events/addi_run/run_12/unweighted_events.root,0.0199596902
